3053834;Steffen Bittner;;;;;;;;;;;;;978-3-901716-25-6;;books/daglib/0015019;18/06/2019;;;;I-XVIII, 1-292;TU Wien;;;;GeoInfo series;;;;An agent-based model of reality in a cadastre.;;24;2001
3040297;Adi Ben-Israel|Robert Gilbert;;;;;;;;;;https://doi.org/10.1007/978-3-7091-6146-3;;;978-3-7091-6146-3|978-3-7091-7230-8;;series/tmsc/Ben-IsraelG02;16/05/2017;;;;i-xi, 1-612;Springer;;;;Texts & Monographs in Symbolic Computation;db/series/tmsc/index.html;;;Computer-Supported Calculus.;;;2002
3052095;Göktürk Üçoluk|Sinan Kalkan;;0000-0003-0915-5917;;;;;;;;https://doi.org/10.1007/978-3-7091-1343-1;;;978-3-7091-1342-4;;books/daglib/0030210;25/09/2019;;;;I-X, 1-221;Springer;;;;;;;;Introduction to Programming Concepts with Case Studies in Python.;;;2012
3067568;Dan Harkey|Jeri Edwards|Robert Orfali;;;;;;;;;;;;;0-471-12993-3;;books/wi/OrfaliHE96;03/01/2002;;;;;John Wiley;;;;;;;;The Essential Distributed Objects Survival Guide.;;;1996
3066016;Franck Multon;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00441143;;;;;books/hal/Multon06;28/09/2017;;;;;;;habil;University of Rennes 1, France;;;;;Analyse, Modélisation et Simulation du Mouvement Humain.;;;2006
3083153;Heiko Angermann|Naeem Ramzan;;0000-0002-5088-1462;;;;;;;;https://doi.org/10.1007/978-3-319-72209-2;;;978-3-319-72208-5;;books/sp/AngermannR17;09/04/2021;;;;mar-90;Springer;;;;;;;;Taxonomy Matching Using Background Knowledge, Linked Data, Semantic Web and Heterogeneous Repositories.;;;2017
3050740;Juraj Hromkovic;;;;;;;;;;;;;978-3-540-66860-2;;books/daglib/0004035;12/04/2011;;;;I-XI, 1-492;Springer;;;;;;;;Algorithmics for hard problems - introduction to combinatorial optimization, randomization, approximation, and heuristics.;;;2001
3047079;John R. Cowell;;;;;;;;;;;;;978-3-540-19998-4;;books/daglib/0084672;19/11/2020;;;;I-XII, 1-186;Springer;;;;;;;;Essential visual basic 4.0 fast - how to develop applications in visual basic.;;;1996
3037292;Amir Khajepour|Chen Tang;;;Narrow Tilting Vehicles;;;;;;;https://doi.org/10.2200/S00927ED1V01Y201906AAT007;;;;;series/synthesis/2019Tang;07/04/2021;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Advances in Automotive Technology;db/series/synthesis/aat.html;;;Narrow Tilting Vehicles: Mechanism, Dynamics, and Control;;;2019
3066009;Christian Musso;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01527266;;;;;books/hal/Musso17;30/09/2017;;;;;;;habil;University of the South, Toulon-Var, France;;;;;Contributions aux méthodes numériques pour le filtrage et la recherche opérationnelle.;;;2017
3052032;Peter A. Flach;;;;;;;;;;;;;978-0-471-94152-1;;books/daglib/0070755;08/04/2011;;;;I-XV, 1-240;Wiley;;;;Wiley professional computing;;;;Simply logical - intelligent reasoning by example.;;;1994
3066694;Davy Monticolo;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01312308;;;;;books/hal/Monticolo15;30/09/2017;;;;;;;habil;University of Lorraine, Nancy, France;;;;;"Approches organisationnelles pour la conception de systèmes multi-agents dédiés à la gestion des connaissances; Application aux projets d'ingénierie et d'innovation Composition du jury.";;;2015
3053514;J. D. Frazer;;;;;;;;;;http://www.oreilly.de/catalog/grues/index.html;;;978-0-596-00566-5;;books/daglib/0009517;12/04/2011;;;;I-IX, 1-121;O'Reilly;;;;;;;;Even grues get full - the fourth user friendly collection.;;;2003
3054351;Elliot B. Koffman;;;;;;;;;;;;;978-0-201-52710-0;;books/daglib/0068122;07/04/2011;;;;;Addison-Wesley;;;;;;;;Pascal - problem solving and program design (4. ed.).;;;1992
3061336;Klaus Böhmer;;;;;;;;;;https://www.worldcat.org/oclc/11398775;;;387818324;;books/lib/Bohmer84;17/07/2020;;;;I-IX, 1-242;Springer;;;;Computing : Supplementum;;;;Defect correction methods - theory and applications.;;5;1984
3054886;Jan Bredereke;;;;;;;;;;https://d-nb.info/950873241;;;978-3-8265-2764-7;;books/daglib/0098905;17/07/2021;;;;I-XIII, 1-200;Shaker;;;University of Kaiserslautern|University of Kaiserslautern, Germany;Berichte aus der Informatik;;;;Communication systems design with Estelle - on style, efficiency, and analysis.;;;1997
3048128;Tobias H. Strömer;;;;;;;;;;;;;978-3-89864-146-3;;books/daglib/0006564;07/04/2011;;;;I-XXI, 1-508;dpunkt.verlag;;;;;;;;Online-Recht - Rechtsfragen im Internet (3. Aufl.).;;;2002
3047572;David R. Basco|Michael B. Abbott;;;;;;;;;;;;;978-0-582-01365-0;;books/daglib/0091733;26/04/2011;;;;I-XIV, 1-425;Addison-Wesley-Longman;;;;;;;;Computational fluid dynamics - an introduction for engineers.;;;1989
3059512;Eric Cholet|Stas Bekman;;;;;;;;;;http://www.oreilly.de/catalog/pmodperl/;;;978-0-596-00227-5;;books/daglib/0008819;12/04/2011;;;;I-XVII, 1-893;O'Reilly;;;;;;;;Practical mod_perl - programming, administration, performance tips.;;;2003
3076705;;;;;;;;;Giovanni Maria Sacco|Yannis Tzitzikas;0000-0001-8847-2130;https://doi.org/10.1007/978-3-642-02359-0|https://www.wikidata.org/entity/Q105958152;;;978-3-642-02358-3|978-3-642-02359-0;;books/sp/ST2009;01/06/2021;;;;;Springer;;;;The Information Retrieval Series;db/series/irs/index.html;;;Dynamic Taxonomies and Faceted Search: Theory, Practice, and Experience.;db/books/collections/ST2009.html;25;2009
3039913;Bing Li|Jeffrey J. P. Tsai;;;;;;;;;;https://doi.org/10.1142/4242;;;978-981-02-4096-7|978-981-4494-19-9;;series/sseke/TsaiL01;16/05/2017;;;;1-228;WorldScientific;;;;Series on Software Engineering and Knowledge Engineering;db/series/sseke/index.html;;;Hybrid Parallel Execution Model for Logic-Based Specification Languages;;10;2001
3033342;Gul Muhammad Khan;;;;;;;;;;https://doi.org/10.1007/978-3-319-67466-7;;;978-3-319-67464-3;;series/sci/2018-725;07/11/2017;;;;1-130;Springer;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Evolution of Artificial Neural Development - In Search of Learning Genes;;725;2018
3065933;François Rioult;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01702774;;;;;books/hal/Rioult17;13/03/2018;;;;;;;habil;University of Caen Normandy, France;;;;;Fouille de données : motifs minimaux, redescription d'espace et analyse du (e-)sport.;;;2017
3050821;Jörg Sauer;;;;;;;;;;;;;978-3-8322-2357-1;;books/daglib/0012838;19/06/2019;;;;1-590;Shaker;;;;Berichte aus der Informatik;;;;Nichtholonome Mehrkörperdynamik mit Coulombscher Reibung - ein Skalierbares Iteratives Time-Stepping Verfahren dargestellt am Beispiel physikalischer Spielzeuge.;;;2003
3049766;Karl Kurbel;;;;;;;;;;;;;978-3-486-21643-1;;books/daglib/0070771;18/07/2019;;;;1-364;Oldenbourg;;;;Handbuch der Informatik;;;;Produktionsplanung und -steuerung - methodische Grundlagen von PPS-Systemen und Erweiterungen.;;13.2;1993
3050709;Celina Wing Yi Lee|Michele Notari|Nicole J. Tavares|Rebecca B. Reynolds|Samuel Kai-Wah Chu;;0000-0001-7355-0992|0000-0003-1557-2776;;;;;;;;https://doi.org/10.1007/978-981-10-2481-8;;;978-981-10-2479-5;;books/daglib/0040393;25/10/2020;;;;I-XV, 1-204;Springer;;;;;;;;21st Century Skills Development Through Inquiry-Based Learning - From Theory to Practice.;;;2017
3051853;Gil Lerman|Larry Rudolph;;;;;;;;;;;;;978-0-306-44537-8;;books/daglib/0089992;29/04/2011;;;;I-XI, 1-270;Plenum Press;;;;Frontiers of computer science;;;;Parallel evolution of parallel processors.;;;1993
3063347;Raghu Ramakrishnan;;;;;;;;;;http://www.cs.wisc.edu/~dbbook;;;0-07-050775-9;;books/mg/Ramakrishnan98;17/03/2013;;;;;WCB/McGraw-Hill;;;;;;;;Database Management Systems.;;;1998
3046605;;;;Annual Review of Cybertherapy and Telemedicine;;;;;Brenda K. Wiederhold|Giuseppe Riva 0001|Stéphane Bouchard;;http://www.booksonline.iospress.nl/Content/View.aspx?piid=19911;;;978-1-60750-765-9;;series/shti/167;08/08/2022;;;;;IOS Press;;;;Studies in Health Technology and Informatics;db/series/shti/index.html;;;Annual Review of Cybertherapy and Telemedicine 2011 - Advanced Technologies in Behavioral, Social and Neurosciences;db/series/shti/shti167.html;167;2011
3066518;Jordi Cabot;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00915282;;;;;books/hal/Cabot12;30/09/2017;;;;;;;habil;Polytechnic University of Catalonia, Barcelona, Spain;;;;;MDE 2.0 : Pragmatical formal model verification and other challenges.;;;2012
3031806;Kawa Nazemi;;0000-0002-2907-2740;;;;;;;;https://doi.org/10.1007/978-3-319-30816-6;;;978-3-319-30815-9|978-3-319-30816-6;;series/sci/2016-646;19/10/2019;;;;1-398;Springer;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Adaptive Semantics Visualization;;646;2016
3048392;Haris Javaid|Sri Parameswaran;;0000-0003-0435-9080;;;;;;;;https://doi.org/10.1007/978-3-319-01113-4;;;978-3-319-01112-7;;books/daglib/0037374;25/10/2020;;;;I-VIII, 1-169;Springer;;;;;;;;Pipelined Multiprocessor System-on-Chip for Multimedia.;;;2014
3049211;Hans J. Charwat;;;;;;;;;;;;;978-3-486-20904-4;;books/daglib/0070334;02/05/2011;;;;I-XIII, 1-516;Oldenbourg;;;;;;;;Lexikon der Mensch-Maschine-Kommunikation.;;;1992
3049673;Donald E. Knuth|Paul M. Roberts|Tracy Larrabee;;;;;;;;;;;;;978-0-88385-063-3;;books/daglib/0030431;19/02/2013;;;;1-115;Mathematical Association of America;;;;MAA notes;;;;Mathematical Writing.;;14;1989
3058897;Steven R. Finch;;;;;;;;;;;;;978-0-521-81805-6;;books/daglib/0016857;15/07/2019;;;;I-XIX, 1-602;Cambridge University Press;;;;Encyclopedia of mathematics and its applications;;;;Mathematical constants.;;94;2005
3067840;Dawn M. Tilbury|Joseph L. Hellerstein|Sujay S. Parekh|Yixin Diao;;;;;;;;;;https://doi.org/10.1002/047166880X;;;978-0-47126637-2|978-0-47166880-0;;books/wi/HellersteinDPT04;25/07/2019;;;;1-429;Wiley;;;;;;;;Feedback Control of Computing Systems;;;2004
3053940;Gerald Lüttgen;;;;;;;;;;https://d-nb.info/954096215;;;978-3-8265-3932-9;;books/daglib/0098221;17/07/2021;;;;I-VIII, 1-265;Shaker;;;University of Passau, Germany;Berichte aus der Informatik;;;;Pre-emptive modeling of concurrent and distributed systems.;;;1998
3051664;Uwe Schöning;;;;;;;;;;;;;978-3-8274-1092-4;;books/daglib/0006048;15/04/2011;;;;1-384;Spektrum Akadem. Verl.;;;;;;;;Algorithmik.;;;2001
3052589;Andrew W. Appel;;;;;;;;;;http://www.cambridge.org/de/academic/subjects/computer-science/programming-languages-and-applied-logic/program-logics-certified-compilers?format=HB;;;978-1-10-704801-0;;books/daglib/0034962;10/04/2015;;;;I-X, 1-458;Cambridge University Press;;;;;;;;Program Logics - for Certified Compilers.;;;2014
3035016;Carla Faria Leitão|Clarisse Sieckenius de Souza|Luciana Cardoso de Castro Salgado;;0000-0002-2154-4723;;;;;;;;https://doi.org/10.1007/978-1-4471-4114-3;;;978-1-4471-4113-6;;series/hci/SalgadoLS13;14/06/2017;;;;1-125;Springer;;;;Human-Computer Interaction Series;db/series/hci/index.html;;;A Journey Through Cultures - Metaphors for Guiding the Design of Cross-Cultural Interactive Systems;;;2013
3058342;Fritz J. Scheuren|Thomas N. Herzog|William E. Winkler;;;;;;;;;;;;;978-0-387-69502-0;;books/daglib/0018313;21/03/2011;;;;I-XIII, 1-227;Springer;;;;;;;;Data quality and record linkage techniques.;;;2007
3047723;Elaine Chew;;0000-0002-8342-1024;;;;;;;;https://doi.org/10.1007/978-1-4614-9475-1;;;978-1-4614-9474-4;;books/daglib/0037414;02/10/2022;;;;I-XIV, 1-305;Springer;;;;International Series in Operations Research and Management Science;;;;Mathematical and Computational Modeling of Tonality - Theory and Applications.;;204;2014
3059994;Ludger Humbert;;;;;;;;;;http://humbert.in.hagen.de/ddi/;archive;;3-8351-0112-9;;books/teu/Humbert2006;27/05/2019;;;;;Teubner;;;;;;;;Didaktik der Informatik, mit praxiserprobtem Unterrichtsmaterial, 2. Auflage.;;;2006
3059664;Mark A. Girolami|Simon Rogers;;;;;;;;;;http://www.taylorandfrancis.com/books/details/9781439824146/;;;978-1-43-982414-6;;books/daglib/0036858;08/04/2016;;;;I-XX, 1-285;CRC Press;;;;Chapman and Hall / CRC machine learning and pattern recognition series;;;;A First Course in Machine Learning.;;;2011
3034537;Katsuaki Suganuma;;;;;;;;;;https://doi.org/10.1007/978-1-4614-9625-0;;;978-1-4614-9624-3|978-1-4614-9625-0;;series/sbece/Suganuma14;16/05/2017;;;;i-vi, 1-124;Springer;;;;Springer Briefs in Electrical and Computer Engineering;db/series/sbece/index.html;;;Introduction to Printed Electronics;;;2014
3052089;Kamaljeet Sanghera;;;;;;;;;;;;;978-0-7575-4720-1;;books/daglib/0019480;23/03/2011;;;;I-XVII, 1-728;Kendall / Hunt Publ.;;;;;;;;Fundamentals of computing (3. ed.).;;;2007
3054478;Wolfgang Rautenberg;;;;;;;;;;;;;978-3-528-06754-0;;books/daglib/0082443;26/04/2011;;;;I-XII, 1-250;Vieweg;;;;;;;;Einführung in die mathematische Logik - ein Lehrbuch mit Berücksichtigung der Logikprogrammierung.;;;1996
3043480;Peter E. Lauer|Ryszard Janicki;;;;;;;;;;https://doi.org/10.1007/978-3-642-77337-2;;;978-3-642-77337-2|978-3-642-77339-6;;series/eatcs/JanickiL92;16/05/2017;;;;i-xii, 1-482;Springer;;;;EATCS Monographs on Theoretical Computer Science;db/series/eatcs/index.html;;;Specification and Analysis of Concurrent Systems - The COSY Approach;;;1992
3040208;Angelos D. Keromytis;;;;;;;;;;https://doi.org/10.1007/978-1-4419-9866-8;;;978-1-4419-9865-1|978-1-4419-9866-8;;series/sbcs/Keromytis11;16/05/2017;;;;i-xiii, 1-83;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Voice over IP Security - A Comprehensive Survey of Vulnerabilities and Academic Research.;;1;2011
3066267;Erwan Le Merrer;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01405626;;;;;books/hal/Merrer16;30/09/2017;;;;;;;habil;University of Rennes 1, France;;;;;Structuring Overlays for Distributed Computing: from Edge-Devices to the Clouds.;;;2016
3037117;Akhlesh Lakhtakia|Tom G. Mackay;;;;;;;;;;https://doi.org/10.2200/S00993ED1V01Y202002EMA001;;;;;series/synthesis/2020Mackay;05/01/2022;;;;1-126;Morgan & Claypool Publishers;;;;Synthesis Lectures on Electromagnetics;db/series/synthesis/ema.html;;;The Transfer-Matrix Method in Electromagnetics and Optics;;;2020
3053039;Reinhard Diestel;;;;;;;;;;;;;978-3-540-21391-8;;books/daglib/0015993;23/03/2011;;;;I-XVI, 1-344;Springer;;;;;;;;Graphentheorie (3. Aufl.).;;;2006
3051342;Frank Heimes;;;;;;;;;;;;;978-3-89838-243-4;;books/daglib/0002959;26/08/2011;;;;I-IX, 1-209;Infix Akademische Verlagsgesellschaft;;;;DISKI;db/series/diski/index.html;;;Sichtsystemgestützte Fahrerassistenz im innerstädtischen Straßenverkehr.;;243;2000
3048891;Bernhard Heinemann|Klaus Weihrauch;;;;;;;;;;;;;978-3-519-02248-0;;books/daglib/0068043;19/04/2011;;;;I-VIII, 1-239;Teubner;;;;Leitfäden und Monographien der Informatik;;;;Logik für Informatiker - eine Einführung.;;;1991
3035825;Vanja Kljajevic;;;;;;;;;;https://doi.org/10.1007/978-3-662-63742-5;;;978-3-662-63740-1;;series/csm/Kljajevic21;19/07/2021;;;;1-134;Springer;;;;Cognitive Systems Monographs;db/series/csm/index.html;;;Consensual Illusion: The Mind in Virtual Reality;;44;2021
3050599;;;;;;;;books/daglib/0014626;Heiner Stuckenschmidt|Steffen Staab;;https://doi.org/10.1007/3-540-28347-1;;;978-3-540-28346-1;;books/daglib/0014626;03/08/2019;;;;;Springer;;;;;;;;Semantic Web and Peer-to-Peer - Decentralized Management and Exchange of Knowledge and Information;db/books/daglib/0014626.html;;2006
3044913;Simone Pinna;;;;;;;;;;https://doi.org/10.1007/978-3-319-51841-1;;;978-3-319-51840-4|978-3-319-51841-1;;series/sapere/Pinna17;16/05/2017;;;;1-118;Springer;;;;Studies in Applied Philosophy, Epistemology and Rational Ethics;db/series/sapere/index.html;;;Extended Cognition and the Dynamics of Algorithmic Skills;;35;2017
3054442;Juval Löwy;;;;;;;;;;http://www.oreilly.de/catalog/9780596526993/index.html;;;;;books/daglib/0017749;21/03/2011;;;;I-XXII, 1-610;O'Reilly;;;;;;;;Programming WCF services - building SOAs with Windows communication foundation.;;;2007
3048807;Hiren D. Patel|Sandeep Kumar Shukla;;;;;;;;;;;;;978-1-4020-8087-6;;books/daglib/0010872;07/04/2011;;;;I-XXXII, 1-172;Kluwer;;;;;;;;SystemC Kernel extensions for heterogeneous system modeling - a framework for multi-MoC modeling and simulation.;;;2004
3075675;Carl de Boor;;;;;;;;;;https://doi.org/10.1007/978-1-4612-6333-3;;;978-1-4612-6333-3;;books/sp/Boor78;22/07/2019;;;;1-314;Springer;;;;Applied Mathematical Sciences;;;;A Practical Guide to Splines;;;1978
3034554;Lu Yang 0001|Wei Zhang 0001;;;;;;;;;;https://doi.org/10.1007/978-3-319-24723-6;;;978-3-319-24721-2|978-3-319-24723-6;;series/sbece/YangZ15;22/06/2017;;;;gen-66;Springer;;;;Springer Briefs in Electrical and Computer Engineering;db/series/sbece/index.html;;;Interference Coordination for 5G Cellular Networks;;;2015
3059347;Alexander Asteroth|Christel Baier;;;;;;;;;;http://www.pearsonstudium.de/main/main.asp?page=bookdetails&isbn=3827370337;;;978-3-8273-7033-4;;books/daglib/0007100;12/04/2011;;;;1-424;Pearson Studium;;;;;;;;Theoretische Informatik - eine Einführung in Berechenbarkeit, Komplexität und formale Sprachen mit 101 Beispielen.;;;2002
3048273;Claudio Carpineto|Giovanni Romano 0002;;;;;;;;;;;;;978-0-470-01129-4;;books/daglib/0014402;13/03/2014;;;;I-XVII, 1-201;Wiley;;;;;;;;Concept data analysis - theory and applications.;;;2005
3066874;Jérôme Euzenat;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00340958;;;;;books/hal/Euzenat99;28/09/2017;;;;;;;habil;Joseph Fourier University, Grenoble, France;;;;;Représentations de connaissance: de l'approximation à la confrontation. (Knowledge representation: from approximation to confrontation).;;;1999
